epoch,iteration,train/loss_seg,valid/loss_BCE,valid/dice,elapsed_time,best_epoch
10,183,0.034243252128362656,,,31.764893,
10,184,0.03351904824376106,,,31.875616,
10,185,0.03805443271994591,,,31.986464,
10,186,0.03026965633034706,,,32.096824,
10,187,0.0337112694978714,,,32.207175,
10,188,0.03293824568390846,,,32.317284,
10,189,0.03255092352628708,,,32.427785,
10,190,0.02862740308046341,,,32.538091,
10,191,0.037925831973552704,,,32.648602,
10,192,0.029826877638697624,,,32.758776,
10,193,0.030529608950018883,,,32.869113,
10,194,0.030873168259859085,,,32.978269,
10,195,0.033052727580070496,,,33.088231,
10,196,0.03867259621620178,,,33.197166,
10,197,0.027516907081007957,,,33.258697,
11,198,0.033671192824840546,,,33.938014,
11,199,0.03457644581794739,,,34.050287,
11,200,0.032160501927137375,,,34.161088,
11,201,0.02938881516456604,,,34.271897,
11,202,0.026106078177690506,,,34.38202,
11,203,0.033933646976947784,,,34.492376,
11,204,0.03174801170825958,,,34.602457,
11,205,0.02819746732711792,,,34.712969,
11,206,0.029102548956871033,,,34.823223,
11,207,0.02973465994000435,,,34.935512,
11,208,0.02937367558479309,,,35.046951,
11,209,0.028762001544237137,,,35.157357,
11,210,0.02979607693850994,,,35.362883,
11,211,0.032845914363861084,,,35.480791,
11,212,0.034269269555807114,,,35.593599,
11,213,0.03137717768549919,,,35.703186,
11,214,0.03230758011341095,,,35.812837,
11,215,0.031717002391815186,,,35.873532,
12,216,0.031054995954036713,,,36.554005,
12,217,0.03111695684492588,,,36.665531,
12,218,0.04025055095553398,,,36.775657,
12,219,0.031063932925462723,,,36.885907,
12,220,0.029503243044018745,,,36.995658,
12,221,0.02756183221936226,,,37.105525,
12,222,0.030277486890554428,,,37.215566,
12,223,0.03201855719089508,,,37.325015,
12,224,0.029760291799902916,,,37.43503,
12,225,0.03314186632633209,,,37.544792,
12,226,0.03093750774860382,,,37.654561,
12,227,0.030407840386033058,,,37.764283,
12,228,0.028112079948186874,,,37.874387,
12,229,0.029559867456555367,,,37.984256,
12,230,0.031058795750141144,,,38.093761,
12,231,0.030274301767349243,,,38.202575,
12,232,0.02860313467681408,,,38.311264,
12,233,0.02928294986486435,,,38.371568,
13,234,0.028694134205579758,,,39.049055,
13,235,0.030815795063972473,,,39.160899,
13,236,0.031199928373098373,,,39.271297,
13,237,0.028158709406852722,,,39.381108,
13,238,0.03223408758640289,,,39.491033,
13,239,0.029262874275445938,,,39.600537,
13,240,0.029427815228700638,,,39.845831,
13,241,0.027960868552327156,,,39.975154,
13,242,0.03180169686675072,,,40.085966,
13,243,0.030527880415320396,,,40.196392,
13,244,0.027824390679597855,,,40.308316,
13,245,0.028990160673856735,,,40.418523,
13,246,0.027305176481604576,,,40.531628,
13,247,0.02802266553044319,,,40.641677,
13,248,0.033185530453920364,,,40.750987,
13,249,0.03426631912589073,,,40.859884,
13,250,0.031398430466651917,,,40.968642,
13,251,0.028396902605891228,,,41.031229,
14,252,0.031231030821800232,,,41.74836,
14,253,0.028904760256409645,,,41.862645,
14,254,0.030499577522277832,,,41.976069,
14,255,0.02982107363641262,,,42.085756,
14,256,0.029131989926099777,,,42.199928,
14,257,0.034374795854091644,,,42.310484,
14,258,0.027086060494184494,,,42.420699,
14,259,0.028173144906759262,,,42.530969,
14,260,0.03118898905813694,,,42.641727,
14,261,0.02626647986471653,,,42.751684,
14,262,0.025981485843658447,,,42.867282,
14,263,0.030335918068885803,,,42.977327,
14,264,0.02552313730120659,,,43.087601,
14,265,0.02925819903612137,,,43.197988,
14,266,0.03223302215337753,,,43.307025,
14,267,0.026586558669805527,,,43.416192,
14,268,0.03250237554311752,,,43.525073,
14,269,0.03022269532084465,,,43.58512,
14,269,,(0.06971034780144691, 0.7610883414745331),44.588639,15
15,270,0.029467511922121048,,,45.31352,
15,271,0.0257568359375,,,45.455713,
15,272,0.029555466026067734,,,45.56769,
15,273,0.03371679410338402,,,45.676924,
15,274,0.025650106370449066,,,45.785504,
15,275,0.028870834037661552,,,45.894513,
15,276,0.02733665332198143,,,46.003316,
15,277,0.029258444905281067,,,46.112883,
15,278,0.027799613773822784,,,46.222494,
15,279,0.029327843338251114,,,46.331132,
15,280,0.028737861663103104,,,46.440002,
15,281,0.033956777304410934,,,46.548987,
15,282,0.03249707072973251,,,46.657883,
15,283,0.03417672961950302,,,46.766767,
15,284,0.02901744842529297,,,46.874604,
15,285,0.03374430537223816,,,46.981895,
15,286,0.02810227870941162,,,47.089563,
15,287,0.029106110334396362,,,47.148608,
16,288,0.031541451811790466,,,47.791084,
16,289,0.029145704582333565,,,47.900543,
16,290,0.026422977447509766,,,48.009179,
16,291,0.03466559201478958,,,48.118078,
16,292,0.027151282876729965,,,48.226779,
16,293,0.026235073804855347,,,48.336132,
16,294,0.029294485226273537,,,48.444749,
16,295,0.03118208795785904,,,48.554134,
16,296,0.029747197404503822,,,48.66295,
16,297,0.028701461851596832,,,48.771902,
16,298,0.027786925435066223,,,48.880624,
16,299,0.03476081043481827,,,48.989332,
16,300,0.025243721902370453,,,49.274375,
16,301,0.02652721293270588,,,49.410186,
16,302,0.02772601507604122,,,49.520427,
16,303,0.02961333841085434,,,49.630303,
16,304,0.03254815936088562,,,49.739501,
16,305,0.02795686200261116,,,49.802008,
17,306,0.02488686703145504,,,50.459717,
17,307,0.02719779685139656,,,50.570353,
17,308,0.03227897733449936,,,50.680043,
17,309,0.028832221403717995,,,50.7899,
17,310,0.025638572871685028,,,50.900954,
17,311,0.029408838599920273,,,51.013414,
17,312,0.03078988939523697,,,51.12364,
17,313,0.027709074318408966,,,51.233296,
17,314,0.030515652149915695,,,51.343226,
17,315,0.02720337174832821,,,51.453096,
17,316,0.030453409999608994,,,51.563128,
17,317,0.030078183859586716,,,51.673141,
17,318,0.025731993839144707,,,51.784289,
17,319,0.030085422098636627,,,51.894446,
17,320,0.02688317745923996,,,52.003673,
17,321,0.029774686321616173,,,52.112401,
17,322,0.028855890035629272,,,52.221383,
17,323,0.037180401384830475,,,52.282705,
18,324,0.02752833068370819,,,52.919381,
18,325,0.025890998542308807,,,53.034886,
18,326,0.028481192886829376,,,53.144943,
18,327,0.026622893288731575,,,53.255479,
18,328,0.032401446253061295,,,53.370558,
18,329,0.030690854415297508,,,53.485889,
18,330,0.02693936973810196,,,53.708874,
18,331,0.030828136950731277,,,53.832839,
18,332,0.02414596639573574,,,53.949752,
18,333,0.027762845158576965,,,54.063057,
18,334,0.027947528287768364,,,54.17298,
18,335,0.03015654906630516,,,54.288202,
18,336,0.03229476884007454,,,54.39847,
18,337,0.029012072831392288,,,54.509357,
18,338,0.02896672673523426,,,54.618945,
18,339,0.031929537653923035,,,54.728905,
18,340,0.02534378692507744,,,54.838503,
18,341,0.026646137237548828,,,54.899068,
19,342,0.032554369419813156,,,55.622959,
19,343,0.027447380125522614,,,55.731752,
19,344,0.025493711233139038,,,55.840181,
19,345,0.026095425710082054,,,55.949539,
19,346,0.03171330690383911,,,56.058524,
19,347,0.025973504409193993,,,56.167767,
19,348,0.02687702886760235,,,56.276519,
19,349,0.02649027854204178,,,56.386127,
19,350,0.02730385959148407,,,56.494862,
19,351,0.026477908715605736,,,56.603891,
19,352,0.025917699560523033,,,56.712802,
19,353,0.02792946621775627,,,56.82258,
19,354,0.026663251221179962,,,56.931296,
19,355,0.02927098423242569,,,57.040256,
19,356,0.03137262165546417,,,57.148184,
19,357,0.027876898646354675,,,57.255809,
19,358,0.02476189099252224,,,57.363361,
19,359,0.026472562924027443,,,57.422074,
19,359,,(0.06308377161622047, 0.7645321488380432),58.425753,20
20,360,0.02674197219312191,,,59.058851,
20,361,0.02897205576300621,,,59.17897,
20,362,0.02870982512831688,,,59.28754,
20,363,0.025654582306742668,,,59.396406,
20,364,0.02735164202749729,,,59.505134,
20,365,0.026154126971960068,,,59.613725,
20,366,0.02727184258401394,,,59.723085,
20,367,0.027630627155303955,,,59.832655,
20,368,0.028500918298959732,,,59.94221,
20,369,0.03125975653529167,,,60.051831,
20,370,0.028591634705662727,,,60.161149,
20,371,0.03200249746441841,,,60.270123,
20,372,0.02914809063076973,,,60.379024,
20,373,0.02550901472568512,,,60.488029,
20,374,0.02791314572095871,,,60.596181,
20,375,0.024999380111694336,,,60.704093,
20,376,0.026421302929520607,,,60.811667,
20,377,0.04278920218348503,,,60.871111,
21,378,0.026868868619203568,,,61.521536,
21,379,0.025085050612688065,,,61.630825,
21,380,0.02950320392847061,,,61.739691,
21,381,0.02905598282814026,,,61.848465,
21,382,0.03085353597998619,,,61.957744,
21,383,0.02479475736618042,,,62.070722,
21,384,0.024558953940868378,,,62.179684,
21,385,0.028983980417251587,,,62.289233,
21,386,0.025350604206323624,,,62.398316,
21,387,0.02811748906970024,,,62.507641,
21,388,0.02617604285478592,,,62.616844,
21,389,0.028929270803928375,,,62.726284,
21,390,0.02703654021024704,,,62.994874,
21,391,0.024395540356636047,,,63.127616,
21,392,0.028743259608745575,,,63.238395,
21,393,0.027866501361131668,,,63.349236,
21,394,0.028884371742606163,,,63.458373,
21,395,0.02941504865884781,,,63.517761,
22,396,0.023542631417512894,,,64.167394,
22,397,0.024070577695965767,,,64.276448,
22,398,0.022654913365840912,,,64.389941,
22,399,0.026178767904639244,,,64.498845,
22,400,0.02680256962776184,,,64.608577,
22,401,0.025700721889734268,,,64.717745,
22,402,0.025028474628925323,,,64.827054,
22,403,0.026190534234046936,,,64.936118,
22,404,0.02682630345225334,,,65.045828,
22,405,0.027320977300405502,,,65.154577,
22,406,0.028703829273581505,,,65.264356,
22,407,0.030346788465976715,,,65.375187,
22,408,0.029429323971271515,,,65.484803,
22,409,0.028489938005805016,,,65.5935,
22,410,0.02682078629732132,,,65.70193,
22,411,0.03189292922616005,,,65.809767,
22,412,0.02870486117899418,,,65.916983,
22,413,0.02610417641699314,,,65.97617,
23,414,0.02447185479104519,,,66.648106,
23,415,0.026706170290708542,,,66.758167,
23,416,0.027795255184173584,,,66.867965,
23,417,0.028547078371047974,,,66.977984,
23,418,0.025795605033636093,,,67.087127,
23,419,0.022654231637716293,,,67.196313,
23,420,0.02490231767296791,,,67.421317,
23,421,0.027114305645227432,,,67.551023,
23,422,0.028660431504249573,,,67.660223,
23,423,0.026910986751317978,,,67.769885,
23,424,0.028353380039334297,,,67.881687,
23,425,0.031426526606082916,,,67.991324,
23,426,0.028550688177347183,,,68.100853,
23,427,0.026766609400510788,,,68.210283,
23,428,0.02520492859184742,,,68.318185,
23,429,0.025487473234534264,,,68.425933,
23,430,0.024234458804130554,,,68.533539,
23,431,0.02544591948390007,,,68.592148,
24,432,0.02605411596596241,,,69.242794,
24,433,0.02789898030459881,,,69.355615,
24,434,0.030053608119487762,,,69.464627,
24,435,0.022883854806423187,,,69.573232,
24,436,0.026428064331412315,,,69.6825,
24,437,0.028467949479818344,,,69.791808,
24,438,0.029835127294063568,,,69.900984,
24,439,0.029523024335503578,,,70.010137,
24,440,0.025243578478693962,,,70.120549,
24,441,0.026008345186710358,,,70.230232,
24,442,0.026472225785255432,,,70.339234,
24,443,0.028260409832000732,,,70.448369,
24,444,0.024994926527142525,,,70.557291,
24,445,0.026113858446478844,,,70.666237,
24,446,0.028138060122728348,,,70.774115,
24,447,0.029900187626481056,,,70.881918,
24,448,0.02825692668557167,,,70.989751,
24,449,0.02636805921792984,,,71.04863,
24,449,,(0.06919033825397491, 0.7620687782764435),71.774888,20
25,450,0.024088304489850998,,,72.535489,
25,451,0.02264859899878502,,,72.668065,
25,452,0.026625551283359528,,,72.776958,
25,453,0.026957515627145767,,,72.88599,
25,454,0.0296339001506567,,,72.995188,
25,455,0.02475878968834877,,,73.104252,
25,456,0.02680595964193344,,,73.213161,
25,457,0.023465309292078018,,,73.32385,
25,458,0.024024944752454758,,,73.433956,
25,459,0.029329095035791397,,,73.547743,
25,460,0.029450666159391403,,,73.657009,
25,461,0.02723952755331993,,,73.766046,
25,462,0.023881012573838234,,,73.875171,
25,463,0.028507914394140244,,,73.984729,
25,464,0.025112226605415344,,,74.092652,
25,465,0.025181131437420845,,,74.200615,
25,466,0.027050063014030457,,,74.308291,
25,467,0.024934835731983185,,,74.367154,
26,468,0.02697349712252617,,,75.061028,
26,469,0.026820600032806396,,,75.180257,
26,470,0.027388371527194977,,,75.290439,
26,471,0.0264672189950943,,,75.406521,
26,472,0.026315173134207726,,,75.519653,
26,473,0.028401464223861694,,,75.630176,
26,474,0.029017869383096695,,,75.740834,
26,475,0.023337792605161667,,,75.851614,
26,476,0.027595119550824165,,,75.962351,
26,477,0.028215747326612473,,,76.072616,
26,478,0.02778501808643341,,,76.18724,
26,479,0.0248386412858963,,,76.298328,
26,480,0.026003915816545486,,,76.540077,
26,481,0.027211859822273254,,,76.665245,
26,482,0.023672111332416534,,,76.774916,
26,483,0.023534677922725677,,,76.884254,
26,484,0.02421354502439499,,,76.993683,
26,485,0.02575957030057907,,,77.054006,
27,486,0.026545196771621704,,,77.723999,
27,487,0.025705311447381973,,,77.834946,
27,488,0.02467029169201851,,,77.945985,
27,489,0.0247606560587883,,,78.056829,
27,490,0.025504296645522118,,,78.167509,
27,491,0.021088913083076477,,,78.278604,
27,492,0.02439364418387413,,,78.389777,
27,493,0.03129309415817261,,,78.500534,
27,494,0.026996877044439316,,,78.611918,
27,495,0.02764293923974037,,,78.723189,
27,496,0.02836638316512108,,,78.83459,
27,497,0.025605544447898865,,,78.94598,
27,498,0.02142704650759697,,,79.057474,
27,499,0.022306818515062332,,,79.168376,
27,500,0.02457094006240368,,,79.278692,
27,501,0.030165869742631912,,,79.388209,
27,502,0.028513025492429733,,,79.497685,
27,503,0.024169612675905228,,,79.558291,
28,504,0.023207932710647583,,,80.221154,
28,505,0.029721423983573914,,,80.332749,
28,506,0.027510736137628555,,,80.443336,
28,507,0.023195210844278336,,,80.553665,
28,508,0.024602703750133514,,,80.663999,
28,509,0.025106798857450485,,,80.773947,
28,510,0.02389669045805931,,,81.04959,
28,511,0.0239427350461483,,,81.183521,
28,512,0.02263687364757061,,,81.295467,
28,513,0.02711089886724949,,,81.40624,
28,514,0.027278617024421692,,,81.516477,
28,515,0.027788672596216202,,,81.631326,
28,516,0.024302754551172256,,,81.741807,
28,517,0.02803347259759903,,,81.857742,
28,518,0.022939369082450867,,,81.967598,
28,519,0.024785468354821205,,,82.077377,
28,520,0.02511509135365486,,,82.186643,
28,521,0.025147996842861176,,,82.247218,
29,522,0.025493603199720383,,,82.911113,
29,523,0.02417432889342308,,,83.020869,
29,524,0.02546818181872368,,,83.13113,
29,525,0.024635782465338707,,,83.240617,
29,526,0.028530161827802658,,,83.349757,
29,527,0.026674173772335052,,,83.459947,
29,528,0.023239657282829285,,,83.56925,
29,529,0.023617981001734734,,,83.680207,
29,530,0.030663609504699707,,,83.790353,
29,531,0.02517549693584442,,,83.900132,
29,532,0.0291806161403656,,,84.011615,
29,533,0.028143515810370445,,,84.123528,
29,534,0.02670472487807274,,,84.233651,
29,535,0.02511509135365486,,,84.343074,
29,536,0.030576404184103012,,,84.451579,
29,537,0.022588908672332764,,,84.560063,
29,538,0.023033561185002327,,,84.668385,
29,539,0.022659940645098686,,,84.727528,
29,539,,(0.05797445774078369, 0.7904258668422699),85.673816,30
30,540,0.026181470602750778,,,86.345254,
30,541,0.025135928764939308,,,86.474828,
30,542,0.02730364352464676,,,86.584389,
30,543,0.028556961566209793,,,86.693696,
30,544,0.02463800087571144,,,86.803067,
30,545,0.02517264522612095,,,86.912823,
30,546,0.02344590052962303,,,87.022018,
30,547,0.029566332697868347,,,87.131879,
30,548,0.024307075887918472,,,87.242174,
30,549,0.026740718632936478,,,87.352587,
30,550,0.023958949372172356,,,87.463481,
30,551,0.022965431213378906,,,87.5742,
30,552,0.02639295719563961,,,87.684523,
30,553,0.02581397071480751,,,87.797861,
30,554,0.024311639368534088,,,87.909009,
30,555,0.02645159885287285,,,88.018987,
30,556,0.024681221693754196,,,88.128533,
30,557,0.0244608074426651,,,88.191802,
31,558,0.029176531359553337,,,88.867329,
31,559,0.024967407807707787,,,88.978853,
31,560,0.02405201643705368,,,89.091577,
31,561,0.02666325867176056,,,89.202675,
31,562,0.02276333048939705,,,89.31902,
31,563,0.026068495586514473,,,89.430263,
31,564,0.025607336312532425,,,89.541257,
31,565,0.02749798819422722,,,89.651983,
31,566,0.02264854498207569,,,89.763205,
31,567,0.02651877887547016,,,89.87473,
31,568,0.024904340505599976,,,89.986214,
31,569,0.023395366966724396,,,90.098814,
31,570,0.028735138475894928,,,90.418567,
31,571,0.029000330716371536,,,90.553528,
31,572,0.027279585599899292,,,90.663335,
31,573,0.026648424565792084,,,90.772965,
31,574,0.02556202933192253,,,90.885225,
31,575,0.02516711875796318,,,90.946311,
32,576,0.025028519332408905,,,91.8317,
32,577,0.02691696025431156,,,91.946083,
32,578,0.028222743421792984,,,92.057022,
32,579,0.02449427917599678,,,92.167859,
32,580,0.027089441195130348,,,92.278615,
32,581,0.026964399963617325,,,92.39235,
32,582,0.024722257629036903,,,92.502719,
32,583,0.022722028195858,,,92.613792,
32,584,0.025014210492372513,,,92.724753,
32,585,0.025472071021795273,,,92.835901,
32,586,0.028375428169965744,,,92.946952,
32,587,0.02451036125421524,,,93.05818,
32,588,0.027771679684519768,,,93.169178,
32,589,0.023078013211488724,,,93.279893,
32,590,0.026326507329940796,,,93.389737,
32,591,0.024110369384288788,,,93.499454,
32,592,0.028108671307563782,,,93.608968,
32,593,0.021770330145955086,,,93.669648,
33,594,0.0220775306224823,,,94.352615,
33,595,0.026540713384747505,,,94.463569,
33,596,0.025864914059638977,,,94.574238,
33,597,0.024457477033138275,,,94.684539,
33,598,0.02834140509366989,,,94.795226,
33,599,0.025772977620363235,,,94.905812,
33,600,0.023505814373493195,,,95.195491,
33,601,0.025782901793718338,,,95.328836,
33,602,0.02477065473794937,,,95.439388,
33,603,0.024253224954009056,,,95.550778,
33,604,0.023746274411678314,,,95.661722,
33,605,0.024093974381685257,,,95.772798,
33,606,0.02713179774582386,,,95.883172,
33,607,0.027211349457502365,,,95.998287,
33,608,0.026422563940286636,,,96.10834,
33,609,0.025831833481788635,,,96.217863,
33,610,0.022646790370345116,,,96.327148,
33,611,0.022096170112490654,,,96.387617,
34,612,0.027133261784911156,,,97.035258,
34,613,0.02455228753387928,,,97.146266,
34,614,0.02465389482676983,,,97.257374,
34,615,0.02453201822936535,,,97.367822,
34,616,0.02424393780529499,,,97.478057,
34,617,0.022741708904504776,,,97.590343,
34,618,0.02435360476374626,,,97.702076,
34,619,0.023002393543720245,,,97.813816,
34,620,0.023993225768208504,,,97.925104,
34,621,0.02261069044470787,,,98.036884,
34,622,0.022961869835853577,,,98.148176,
34,623,0.02573815919458866,,,98.259172,
34,624,0.025112483650445938,,,98.370309,
34,625,0.024141259491443634,,,98.481703,
34,626,0.024627264589071274,,,98.592358,
34,627,0.023938162252306938,,,98.702329,
34,628,0.02261926233768463,,,98.812613,
34,629,0.02389562875032425,,,98.873806,
34,629,,(0.05732119083404541, 0.781345397233963),99.609087,30
35,630,0.025424519553780556,,,100.244185,
35,631,0.025068365037441254,,,100.373713,
35,632,0.025595910847187042,,,100.485237,
35,633,0.024110829457640648,,,100.596254,
35,634,0.025909949094057083,,,100.709621,
35,635,0.022026289254426956,,,100.820548,
35,636,0.021776791661977768,,,100.932375,
35,637,0.023342609405517578,,,101.043768,
35,638,0.025543641299009323,,,101.157301,
35,639,0.026377426460385323,,,101.269085,
35,640,0.02245994284749031,,,101.380388,
35,641,0.028996633365750313,,,101.492197,
35,642,0.023496564477682114,,,101.612085,
35,643,0.0219605453312397,,,101.727596,
35,644,0.025272993370890617,,,101.83869,
35,645,0.023707019165158272,,,101.94959,
35,646,0.024884983897209167,,,102.059591,
35,647,0.021422551944851875,,,102.120853,
36,648,0.025497201830148697,,,102.801352,
36,649,0.025991695001721382,,,102.914379,
36,650,0.024120602756738663,,,103.026257,
